year,month,State,type_of_connection,value,date,Service_provider
2009,1,ALL INDIA,wireline,29291013,01-01-2009,BSNL
2009,1,Jammu And Kashmir,wireless,385568,01-01-2009,SISTEMA / MTS
2009,1,Haryana,wireless,385568,01-01-2009,SISTEMA / MTS
2009,1,Himachal Pradesh,wireless,385568,01-01-2009,SISTEMA / MTS
2009,1,Gujarat,wireless,385568,01-01-2009,SISTEMA / MTS
2009,1,Delhi,wireless,385568,01-01-2009,SISTEMA / MTS
2009,1,Chhattisgarh,wireless,385568,01-01-2009,SISTEMA / MTS
2009,1,Chennai,wireless,385568,01-01-2009,SISTEMA / MTS
2009,1,Bihar,wireless,385568,01-01-2009,SISTEMA / MTS
2009,1,Assam,wireless,385568,01-01-2009,SISTEMA / MTS
2009,1,Arunachal Pradesh,wireless,385568,01-01-2009,SISTEMA / MTS
2009,1,Andaman And Nicobar Islands,wireless,385568,01-01-2009,SISTEMA / MTS
2009,1,ALL INDIA,wireless,385568,01-01-2009,HFCL / QUADRANT
2009,1,West Bengal,wireless,385568,01-01-2009,HFCL / QUADRANT
2009,1,Uttarakhand,wireless,385568,01-01-2009,HFCL / QUADRANT
2009,1,Uttar Pradesh (West),wireless,385568,01-01-2009,HFCL / QUADRANT
2009,1,Jharkhand,wireless,385568,01-01-2009,SISTEMA / MTS
2009,1,Karnataka,wireless,385568,01-01-2009,SISTEMA / MTS
2009,1,Kerala,wireless,385568,01-01-2009,SISTEMA / MTS
2009,1,Kolkata,wireless,385568,01-01-2009,SISTEMA / MTS
2009,1,Arunachal Pradesh,wireless,3062385,01-01-2009,TATA TELE
2009,1,Andaman And Nicobar Islands,wireless,434649,01-01-2009,TATA TELE
2009,1,ALL INDIA,wireless,434649,01-01-2009,SISTEMA / MTS
2009,1,West Bengal,wireless,434649,01-01-2009,SISTEMA / MTS
2009,1,Uttarakhand,wireless,434649,01-01-2009,SISTEMA / MTS
2009,1,Uttar Pradesh (West),wireless,434649,01-01-2009,SISTEMA / MTS
2009,1,Uttar Pradesh (East),wireless,434649,01-01-2009,SISTEMA / MTS
2009,1,Uttar Pradesh (East),wireless,385568,01-01-2009,HFCL / QUADRANT
2009,1,Tamil Nadu,wireless,434649,01-01-2009,SISTEMA / MTS
2009,1,Punjab,wireless,385568,01-01-2009,SISTEMA / MTS
2009,1,Odisha,wireless,385568,01-01-2009,SISTEMA / MTS
2009,1,North East 2,wireless,385568,01-01-2009,SISTEMA / MTS
2009,1,North East 1,wireless,385568,01-01-2009,SISTEMA / MTS
2009,1,Mumbai,wireless,385568,01-01-2009,SISTEMA / MTS
2009,1,Maharashtra,wireless,385568,01-01-2009,SISTEMA / MTS
2009,1,Madhya Pradesh,wireless,385568,01-01-2009,SISTEMA / MTS
2009,1,Rajasthan,wireless,434649,01-01-2009,SISTEMA / MTS
2009,1,Tamil Nadu,wireless,385568,01-01-2009,HFCL / QUADRANT
2009,1,Rajasthan,wireless,385568,01-01-2009,HFCL / QUADRANT
2009,1,Punjab,wireless,385568,01-01-2009,HFCL / QUADRANT
2009,1,Andaman And Nicobar Islands,wireless,66295374,01-01-2009,HFCL / QUADRANT
2009,1,ALL INDIA,wireless,66295374,01-01-2009,RELIANCE COMMUNICATIONS
2009,1,West Bengal,wireless,2777651,01-01-2009,RELIANCE COMMUNICATIONS
2009,1,Uttarakhand,wireless,3082754,01-01-2009,RELIANCE COMMUNICATIONS
2009,1,Uttar Pradesh (West),wireless,3082754,01-01-2009,RELIANCE COMMUNICATIONS
2009,1,Uttar Pradesh (East),wireless,4708947,01-01-2009,RELIANCE COMMUNICATIONS
2009,1,Tamil Nadu,wireless,3457073,01-01-2009,RELIANCE COMMUNICATIONS
2009,1,Arunachal Pradesh,wireless,66295374,01-01-2009,HFCL / QUADRANT
2009,1,Rajasthan,wireless,2974818,01-01-2009,RELIANCE COMMUNICATIONS
2009,1,Odisha,wireless,1969362,01-01-2009,RELIANCE COMMUNICATIONS
2009,1,North East 1,wireless,467055,01-01-2009,RELIANCE COMMUNICATIONS
2009,1,North East 1,wireless,467055,01-01-2009,RELIANCE COMMUNICATIONS
2009,1,Mumbai,wireless,4250364,01-01-2009,RELIANCE COMMUNICATIONS
2009,1,Maharashtra,wireless,3863696,01-01-2009,RELIANCE COMMUNICATIONS
2009,1,Madhya Pradesh,wireless,5800150,01-01-2009,RELIANCE COMMUNICATIONS
2009,1,Kolkata,wireless,2504017,01-01-2009,RELIANCE COMMUNICATIONS
2009,1,Punjab,wireless,1308645,01-01-2009,RELIANCE COMMUNICATIONS
2009,1,Assam,wireless,27647,01-01-2009,TATA TELE
2009,1,Assam,wireless,66295374,01-01-2009,HFCL / QUADRANT
2009,1,Chennai,wireless,66295374,01-01-2009,HFCL / QUADRANT
2009,1,Odisha,wireless,66295374,01-01-2009,HFCL / QUADRANT
2009,1,North East 2,wireless,66295374,01-01-2009,HFCL / QUADRANT
2009,1,North East 1,wireless,66295374,01-01-2009,HFCL / QUADRANT
2009,1,Mumbai,wireless,66295374,01-01-2009,HFCL / QUADRANT
2009,1,Maharashtra,wireless,66295374,01-01-2009,HFCL / QUADRANT
2009,1,Madhya Pradesh,wireless,66295374,01-01-2009,HFCL / QUADRANT
2009,1,Kolkata,wireless,66295374,01-01-2009,HFCL / QUADRANT
2009,1,Bihar,wireless,66295374,01-01-2009,HFCL / QUADRANT
2009,1,Kerala,wireless,66295374,01-01-2009,HFCL / QUADRANT
2009,1,Jharkhand,wireless,66295374,01-01-2009,HFCL / QUADRANT
2009,1,Jammu And Kashmir,wireless,66295374,01-01-2009,HFCL / QUADRANT
2009,1,Haryana,wireless,66295374,01-01-2009,HFCL / QUADRANT
2009,1,Himachal Pradesh,wireless,66295374,01-01-2009,HFCL / QUADRANT
2009,1,Gujarat,wireless,66295374,01-01-2009,HFCL / QUADRANT
2009,1,Delhi,wireless,66295374,01-01-2009,HFCL / QUADRANT
2009,1,Chhattisgarh,wireless,66295374,01-01-2009,HFCL / QUADRANT
2009,1,Karnataka,wireless,66295374,01-01-2009,HFCL / QUADRANT
2009,1,Kerala,wireless,2609367,01-01-2009,RELIANCE COMMUNICATIONS
2009,1,Bihar,wireless,1569960,01-01-2009,TATA TELE
2009,1,Chhattisgarh,wireless,435011,01-01-2009,TATA TELE
2009,1,Bihar,wireless,16761397,01-01-2009,MTNL
2009,1,Assam,wireless,16761397,01-01-2009,MTNL
2009,1,Arunachal Pradesh,wireless,16761397,01-01-2009,MTNL
2009,1,Andaman And Nicobar Islands,wireless,16761397,01-01-2009,MTNL
2009,1,ALL INDIA,wireless,16761397,01-01-2009,AIRCEL
2009,1,West Bengal,wireless,1046254,01-01-2009,AIRCEL
2009,1,Uttarakhand,wireless,7444964,01-01-2009,AIRCEL
2009,1,Uttar Pradesh (West),wireless,7444964,01-01-2009,AIRCEL
2009,1,Uttar Pradesh (East),wireless,7444964,01-01-2009,AIRCEL
2009,1,Tamil Nadu,wireless,7444964,01-01-2009,AIRCEL
2009,1,Rajasthan,wireless,808884,01-01-2009,AIRCEL
2009,1,Punjab,wireless,808884,01-01-2009,AIRCEL
2009,1,Odisha,wireless,808884,01-01-2009,AIRCEL
2009,1,North East 1,wireless,936823,01-01-2009,AIRCEL
2009,1,North East 1,wireless,936823,01-01-2009,AIRCEL
2009,1,Chennai,wireless,16761397,01-01-2009,MTNL
2009,1,Chhattisgarh,wireless,16761397,01-01-2009,MTNL
2009,1,Delhi,wireless,2008493,01-01-2009,MTNL
2009,1,Gujarat,wireless,2008493,01-01-2009,MTNL
2009,1,Tamil Nadu,wireless,2287461,01-01-2009,MTNL
2009,1,Rajasthan,wireless,2287461,01-01-2009,MTNL
2009,1,Punjab,wireless,2287461,01-01-2009,MTNL
2009,1,Odisha,wireless,2287461,01-01-2009,MTNL
2009,1,North East 2,wireless,2287461,01-01-2009,MTNL
2009,1,North East 1,wireless,2287461,01-01-2009,MTNL
2009,1,Mumbai,wireless,2287461,01-01-2009,MTNL
2009,1,Mumbai,wireless,445169,01-01-2009,AIRCEL
2009,1,Maharashtra,wireless,2008493,01-01-2009,MTNL
2009,1,Kolkata,wireless,2008493,01-01-2009,MTNL
2009,1,Kerala,wireless,2008493,01-01-2009,MTNL
2009,1,Karnataka,wireless,2008493,01-01-2009,MTNL
2009,1,Jharkhand,wireless,2008493,01-01-2009,MTNL
2009,1,Jammu And Kashmir,wireless,2008493,01-01-2009,MTNL
2009,1,Haryana,wireless,2008493,01-01-2009,MTNL
2009,1,Himachal Pradesh,wireless,2008493,01-01-2009,MTNL
2009,1,Madhya Pradesh,wireless,2008493,01-01-2009,MTNL
2009,1,Maharashtra,wireless,445169,01-01-2009,AIRCEL
2009,1,Kolkata,wireless,445169,01-01-2009,AIRCEL
2009,1,Kerala,wireless,668050,01-01-2009,AIRCEL
2009,1,Punjab,wireless,1297464,01-01-2009,TATA TELE
2009,1,Odisha,wireless,628343,01-01-2009,TATA TELE
2009,1,North East 1,wireless,5383,01-01-2009,TATA TELE
2009,1,North East 1,wireless,5383,01-01-2009,TATA TELE
2009,1,Mumbai,wireless,2202451,01-01-2009,TATA TELE
2009,1,Maharashtra,wireless,4155953,01-01-2009,TATA TELE
2009,1,Madhya Pradesh,wireless,1187828,01-01-2009,TATA TELE
2009,1,Rajasthan,wireless,2440600,01-01-2009,TATA TELE
2009,1,Kolkata,wireless,1466876,01-01-2009,TATA TELE
2009,1,Karnataka,wireless,1343752,01-01-2009,TATA TELE
2009,1,Jharkhand,wireless,21106,01-01-2009,TATA TELE
2009,1,Jammu And Kashmir,wireless,21106,01-01-2009,TATA TELE
2009,1,Haryana,wireless,1249215,01-01-2009,TATA TELE
2009,1,Himachal Pradesh,wireless,132405,01-01-2009,TATA TELE
2009,1,Gujarat,wireless,1316482,01-01-2009,TATA TELE
2009,1,Delhi,wireless,4434898,01-01-2009,TATA TELE
2009,1,Kerala,wireless,757279,01-01-2009,TATA TELE
2009,1,Chennai,wireless,435011,01-01-2009,TATA TELE
2009,1,Tamil Nadu,wireless,717942,01-01-2009,TATA TELE
2009,1,Uttar Pradesh (West),wireless,2015239,01-01-2009,TATA TELE
2009,1,Karnataka,wireless,668050,01-01-2009,AIRCEL
2009,1,Jharkhand,wireless,668050,01-01-2009,AIRCEL
2009,1,Jammu And Kashmir,wireless,668050,01-01-2009,AIRCEL
2009,1,Haryana,wireless,123288,01-01-2009,AIRCEL
2009,1,Himachal Pradesh,wireless,123288,01-01-2009,AIRCEL
2009,1,Gujarat,wireless,2385017,01-01-2009,AIRCEL
2009,1,Delhi,wireless,2385017,01-01-2009,AIRCEL
2009,1,Uttar Pradesh (East),wireless,1431067,01-01-2009,TATA TELE
2009,1,Chhattisgarh,wireless,2385017,01-01-2009,AIRCEL
2009,1,Bihar,wireless,1306046,01-01-2009,AIRCEL
2009,1,Assam,wireless,1596902,01-01-2009,AIRCEL
2009,1,Arunachal Pradesh,wireless,32791172,01-01-2009,AIRCEL
2009,1,Andaman And Nicobar Islands,wireless,32791172,01-01-2009,AIRCEL
2009,1,ALL INDIA,wireless,32791172,01-01-2009,TATA TELE
2009,1,West Bengal,wireless,891886,01-01-2009,TATA TELE
2009,1,Uttarakhand,wireless,2015239,01-01-2009,TATA TELE
2009,1,Chennai,wireless,2385017,01-01-2009,AIRCEL
2009,1,Karnataka,wireless,4020847,01-01-2009,RELIANCE COMMUNICATIONS
2009,1,Jharkhand,wireless,717,01-01-2009,RELIANCE COMMUNICATIONS
2009,1,Jammu And Kashmir,wireless,717,01-01-2009,RELIANCE COMMUNICATIONS
2009,1,Uttar Pradesh (West),wireless,2379192,01-01-2009,VODAFONE IDEA
2009,1,Uttar Pradesh (East),wireless,2379192,01-01-2009,VODAFONE IDEA
2009,1,Tamil Nadu,wireless,2379192,01-01-2009,VODAFONE IDEA
2009,1,Rajasthan,wireless,2379192,01-01-2009,VODAFONE IDEA
2009,1,Punjab,wireless,2379192,01-01-2009,VODAFONE IDEA
2009,1,Odisha,wireless,1572915,01-01-2009,VODAFONE IDEA
2009,1,North East 2,wireless,1572915,01-01-2009,VODAFONE IDEA
2009,1,North East 1,wireless,1572915,01-01-2009,VODAFONE IDEA
2009,1,Mumbai,wireless,1572915,01-01-2009,VODAFONE IDEA
2009,1,Maharashtra,wireless,1572915,01-01-2009,VODAFONE IDEA
2009,1,Madhya Pradesh,wireless,1572915,01-01-2009,VODAFONE IDEA
2009,1,Kolkata,wireless,1572915,01-01-2009,VODAFONE IDEA
2009,1,Kerala,wireless,1572915,01-01-2009,VODAFONE IDEA
2009,1,Karnataka,wireless,1572915,01-01-2009,VODAFONE IDEA
2009,1,Jharkhand,wireless,63340024,01-01-2009,VODAFONE IDEA
2009,1,Uttarakhand,wireless,2379192,01-01-2009,VODAFONE IDEA
2009,1,West Bengal,wireless,2379192,01-01-2009,VODAFONE IDEA
2009,1,ALL INDIA,wireless,3952107,01-01-2009,VODAFONE IDEA
2009,1,Andaman And Nicobar Islands,wireless,3952107,01-01-2009,BPL MOBILE
2009,1,Maharashtra,wireless,3952107,01-01-2009,BPL MOBILE
2009,1,Madhya Pradesh,wireless,3952107,01-01-2009,BPL MOBILE
2009,1,Kolkata,wireless,3952107,01-01-2009,BPL MOBILE
2009,1,Kerala,wireless,3952107,01-01-2009,BPL MOBILE
2009,1,Karnataka,wireless,3952107,01-01-2009,BPL MOBILE
2009,1,Jharkhand,wireless,3952107,01-01-2009,BPL MOBILE
2009,1,Jammu And Kashmir,wireless,3952107,01-01-2009,BPL MOBILE
2009,1,Jammu And Kashmir,wireless,63340024,01-01-2009,VODAFONE IDEA
2009,1,Haryana,wireless,3952107,01-01-2009,BPL MOBILE
2009,1,Gujarat,wireless,3952107,01-01-2009,BPL MOBILE
2009,1,Delhi,wireless,3952107,01-01-2009,BPL MOBILE
2009,1,Chhattisgarh,wireless,3952107,01-01-2009,BPL MOBILE
2009,1,Chennai,wireless,3952107,01-01-2009,BPL MOBILE
2009,1,Bihar,wireless,3952107,01-01-2009,BPL MOBILE
2009,1,Assam,wireless,3952107,01-01-2009,BPL MOBILE
2009,1,Arunachal Pradesh,wireless,3952107,01-01-2009,BPL MOBILE
2009,1,Himachal Pradesh,wireless,3952107,01-01-2009,BPL MOBILE
2009,1,Haryana,wireless,63340024,01-01-2009,VODAFONE IDEA
2009,1,Himachal Pradesh,wireless,63340024,01-01-2009,VODAFONE IDEA
2009,1,Gujarat,wireless,63340024,01-01-2009,VODAFONE IDEA
2009,1,Madhya Pradesh,wireless,175337,01-01-2009,VODAFONE IDEA
2009,1,Kolkata,wireless,2608970,01-01-2009,VODAFONE IDEA
2009,1,Kerala,wireless,2900940,01-01-2009,VODAFONE IDEA
2009,1,Karnataka,wireless,3482124,01-01-2009,VODAFONE IDEA
2009,1,Jharkhand,wireless,2082198,01-01-2009,VODAFONE IDEA
2009,1,Jammu And Kashmir,wireless,2082198,01-01-2009,VODAFONE IDEA
2009,1,Haryana,wireless,2082198,01-01-2009,VODAFONE IDEA
2009,1,Maharashtra,wireless,4226327,01-01-2009,VODAFONE IDEA
2009,1,Himachal Pradesh,wireless,17371,01-01-2009,VODAFONE IDEA
2009,1,Delhi,wireless,3919598,01-01-2009,VODAFONE IDEA
2009,1,Chhattisgarh,wireless,1508317,01-01-2009,VODAFONE IDEA
2009,1,Chennai,wireless,1508317,01-01-2009,VODAFONE IDEA
2009,1,Bihar,wireless,328444,01-01-2009,VODAFONE IDEA
2009,1,Assam,wireless,90720,01-01-2009,VODAFONE IDEA
2009,1,Arunachal Pradesh,wireless,3665593,01-01-2009,VODAFONE IDEA
2009,1,Andaman And Nicobar Islands,wireless,49241997,01-01-2009,VODAFONE IDEA
2009,1,Gujarat,wireless,7603362,01-01-2009,VODAFONE IDEA
2009,1,Mumbai,wireless,2007303,01-01-2009,BPL MOBILE
2009,1,Mumbai,wireless,4234006,01-01-2009,VODAFONE IDEA
2009,1,North East 1,wireless,73205,01-01-2009,VODAFONE IDEA
2009,1,Delhi,wireless,63340024,01-01-2009,VODAFONE IDEA
2009,1,Chhattisgarh,wireless,63340024,01-01-2009,VODAFONE IDEA
2009,1,Chennai,wireless,63340024,01-01-2009,VODAFONE IDEA
2009,1,Bihar,wireless,63340024,01-01-2009,VODAFONE IDEA
2009,1,Assam,wireless,63340024,01-01-2009,VODAFONE IDEA
2009,1,Arunachal Pradesh,wireless,63340024,01-01-2009,VODAFONE IDEA
2009,1,Andaman And Nicobar Islands,wireless,63340024,01-01-2009,VODAFONE IDEA
2009,1,North East 1,wireless,73205,01-01-2009,VODAFONE IDEA
2009,1,ALL INDIA,wireless,63340024,01-01-2009,VODAFONE IDEA
2009,1,Uttarakhand,wireless,4091105,01-01-2009,VODAFONE IDEA
2009,1,Uttar Pradesh (West),wireless,4091105,01-01-2009,VODAFONE IDEA
2009,1,Uttar Pradesh (East),wireless,6090871,01-01-2009,VODAFONE IDEA
2009,1,Tamil Nadu,wireless,4833724,01-01-2009,VODAFONE IDEA
2009,1,Rajasthan,wireless,4738670,01-01-2009,VODAFONE IDEA
2009,1,Punjab,wireless,2081484,01-01-2009,VODAFONE IDEA
2009,1,Odisha,wireless,233249,01-01-2009,VODAFONE IDEA
2009,1,West Bengal,wireless,4354409,01-01-2009,VODAFONE IDEA
2009,1,North East 1,wireless,2007303,01-01-2009,BPL MOBILE
2009,1,North East 2,wireless,2007303,01-01-2009,BPL MOBILE
2009,1,Odisha,wireless,2007303,01-01-2009,BPL MOBILE
2009,1,North East 1,wireless,842913,01-01-2009,AIRTEL
2009,1,Mumbai,wireless,2762132,01-01-2009,AIRTEL
2009,1,Maharashtra,wireless,5544737,01-01-2009,AIRTEL
2009,1,Madhya Pradesh,wireless,4330838,01-01-2009,AIRTEL
2009,1,Kolkata,wireless,2401078,01-01-2009,AIRTEL
2009,1,Kerala,wireless,2114180,01-01-2009,AIRTEL
2009,1,Karnataka,wireless,9601066,01-01-2009,AIRTEL
2009,1,North East 1,wireless,842913,01-01-2009,AIRTEL
2009,1,Jharkhand,wireless,1517626,01-01-2009,AIRTEL
2009,1,Haryana,wireless,1238027,01-01-2009,AIRTEL
2009,1,Himachal Pradesh,wireless,937867,01-01-2009,AIRTEL
2009,1,Gujarat,wireless,3931331,01-01-2009,AIRTEL
2009,1,Delhi,wireless,4573196,01-01-2009,AIRTEL
2009,1,Chhattisgarh,wireless,2088404,01-01-2009,AIRTEL
2009,1,Chennai,wireless,2088404,01-01-2009,AIRTEL
2009,1,Bihar,wireless,6851526,01-01-2009,AIRTEL
2009,1,Jammu And Kashmir,wireless,1517626,01-01-2009,AIRTEL
2009,1,Assam,wireless,1352549,01-01-2009,AIRTEL
2009,1,Odisha,wireless,2711377,01-01-2009,AIRTEL
2009,1,Rajasthan,wireless,6409936,01-01-2009,AIRTEL
2009,1,Haryana,wireless,1275151,01-01-2009,RELIANCE COMMUNICATIONS
2009,1,Himachal Pradesh,wireless,983329,01-01-2009,RELIANCE COMMUNICATIONS
2009,1,Gujarat,wireless,3861447,01-01-2009,RELIANCE COMMUNICATIONS
2009,1,Delhi,wireless,3195400,01-01-2009,RELIANCE COMMUNICATIONS
2009,1,Chhattisgarh,wireless,1361904,01-01-2009,RELIANCE COMMUNICATIONS
2009,1,Chennai,wireless,1361904,01-01-2009,RELIANCE COMMUNICATIONS
2009,1,Bihar,wireless,5358858,01-01-2009,RELIANCE COMMUNICATIONS
2009,1,Punjab,wireless,3713574,01-01-2009,AIRTEL
2009,1,Assam,wireless,1404188,01-01-2009,RELIANCE COMMUNICATIONS
2009,1,Andaman And Nicobar Islands,wireless,88382758,01-01-2009,RELIANCE COMMUNICATIONS
2009,1,ALL INDIA,wireless,88382758,01-01-2009,AIRTEL
2009,1,West Bengal,wireless,3321104,01-01-2009,AIRTEL
2009,1,Uttarakhand,wireless,2198209,01-01-2009,AIRTEL
2009,1,Uttar Pradesh (West),wireless,2198209,01-01-2009,AIRTEL
2009,1,Uttar Pradesh (East),wireless,5552153,01-01-2009,AIRTEL
2009,1,Tamil Nadu,wireless,5795731,01-01-2009,AIRTEL
2009,1,Arunachal Pradesh,wireless,5059634,01-01-2009,RELIANCE COMMUNICATIONS
2009,1,Uttar Pradesh (East),wireless,2287461,01-01-2009,MTNL
2009,1,Arunachal Pradesh,wireless,8593204,01-01-2009,AIRTEL
2009,1,ALL INDIA,wireless,36064046,01-01-2009,VODAFONE IDEA
2009,1,Gujarat,wireless,3701102,01-01-2009,VODAFONE IDEA
2009,1,Delhi,wireless,2307332,01-01-2009,VODAFONE IDEA
2009,1,Chhattisgarh,wireless,529614,01-01-2009,VODAFONE IDEA
2009,1,Chennai,wireless,529614,01-01-2009,VODAFONE IDEA
2009,1,Bihar,wireless,529614,01-01-2009,VODAFONE IDEA
2009,1,Assam,wireless,4802225,01-01-2009,VODAFONE IDEA
2009,1,Arunachal Pradesh,wireless,4802225,01-01-2009,VODAFONE IDEA
2009,1,Himachal Pradesh,wireless,130543,01-01-2009,VODAFONE IDEA
2009,1,Andaman And Nicobar Islands,wireless,2007303,01-01-2009,VODAFONE IDEA
2009,1,West Bengal,wireless,2007303,01-01-2009,BPL MOBILE
2009,1,Uttarakhand,wireless,2007303,01-01-2009,BPL MOBILE
2009,1,Uttar Pradesh (West),wireless,2007303,01-01-2009,BPL MOBILE
2009,1,Uttar Pradesh (East),wireless,2007303,01-01-2009,BPL MOBILE
2009,1,Tamil Nadu,wireless,2007303,01-01-2009,BPL MOBILE
2009,1,Rajasthan,wireless,2007303,01-01-2009,BPL MOBILE
2009,1,Punjab,wireless,2007303,01-01-2009,BPL MOBILE
2009,1,ALL INDIA,wireless,2007303,01-01-2009,BPL MOBILE
2009,1,Andaman And Nicobar Islands,wireless,36064046,01-01-2009,AIRTEL
2009,1,Haryana,wireless,1484509,01-01-2009,VODAFONE IDEA
2009,1,Jharkhand,wireless,1484509,01-01-2009,VODAFONE IDEA
2009,1,West Bengal,wireless,3752408,01-01-2009,VODAFONE IDEA
2009,1,Uttarakhand,wireless,3752408,01-01-2009,VODAFONE IDEA
2009,1,Uttar Pradesh (West),wireless,3752408,01-01-2009,VODAFONE IDEA
2009,1,Uttar Pradesh (East),wireless,1804078,01-01-2009,VODAFONE IDEA
2009,1,Tamil Nadu,wireless,1200582,01-01-2009,VODAFONE IDEA
2009,1,Rajasthan,wireless,1200582,01-01-2009,VODAFONE IDEA
2009,1,Punjab,wireless,603570,01-01-2009,VODAFONE IDEA
2009,1,Jammu And Kashmir,wireless,1484509,01-01-2009,VODAFONE IDEA
2009,1,Odisha,wireless,603570,01-01-2009,VODAFONE IDEA
2009,1,North East 1,wireless,603570,01-01-2009,VODAFONE IDEA
2009,1,Mumbai,wireless,603570,01-01-2009,VODAFONE IDEA
2009,1,Maharashtra,wireless,7039672,01-01-2009,VODAFONE IDEA
2009,1,Madhya Pradesh,wireless,4629874,01-01-2009,VODAFONE IDEA
2009,1,Kolkata,wireless,4078537,01-01-2009,VODAFONE IDEA
2009,1,Kerala,wireless,4078537,01-01-2009,VODAFONE IDEA
2009,1,Karnataka,wireless,1484509,01-01-2009,VODAFONE IDEA
2009,1,North East 2,wireless,603570,01-01-2009,VODAFONE IDEA
2009,1,Uttar Pradesh (West),wireless,2287461,01-01-2009,MTNL
2009,1,Madhya Pradesh,wireless,445169,01-01-2009,AIRCEL
2009,1,West Bengal,wireless,2287461,01-01-2009,MTNL
2009,1,Mumbai,wireline,386835,01-01-2009,TATA TELE
2009,1,Maharashtra,wireline,119319,01-01-2009,TATA TELE
2009,1,Madhya Pradesh,wireline,2052,01-01-2009,TATA TELE
2009,1,Kolkata,wireline,16302,01-01-2009,TATA TELE
2009,1,Kerala,wireline,5794,01-01-2009,TATA TELE
2009,1,Karnataka,wireline,94776,01-01-2009,TATA TELE
2009,1,Haryana,wireline,4937,01-01-2009,TATA TELE
2009,1,Himachal Pradesh,wireline,540,01-01-2009,TATA TELE
2009,1,Gujarat,wireline,42187,01-01-2009,TATA TELE
2009,1,Delhi,wireline,27155,01-01-2009,TATA TELE
2009,1,Chennai,wireline,28881,01-01-2009,TATA TELE
2009,1,Bihar,wireline,5416,01-01-2009,TATA TELE
2009,1,Andhra Pradesh,wireline,131306,01-01-2009,TATA TELE
2009,1,ALL INDIA,wireline,138747,01-01-2009,SISTEMA / MTS
2009,1,Rajasthan,wireline,138747,01-01-2009,SISTEMA / MTS
2009,1,ALL INDIA,wireline,158162,01-01-2009,HFCL / QUADRANT
2009,1,Punjab,wireline,158162,01-01-2009,HFCL / QUADRANT
2009,1,ALL INDIA,wireline,1090404,01-01-2009,RELIANCE COMMUNICATIONS
2009,1,West Bengal,wireline,5864,01-01-2009,RELIANCE COMMUNICATIONS
2009,1,Uttar Pradesh (West),wireline,10207,01-01-2009,RELIANCE COMMUNICATIONS
2009,1,Uttar Pradesh (East),wireline,36580,01-01-2009,RELIANCE COMMUNICATIONS
2009,1,Tamil Nadu,wireline,36169,01-01-2009,RELIANCE COMMUNICATIONS
2009,1,Rajasthan,wireline,20027,01-01-2009,RELIANCE COMMUNICATIONS
2009,1,Punjab,wireline,47537,01-01-2009,RELIANCE COMMUNICATIONS
2009,1,Odisha,wireline,4389,01-01-2009,RELIANCE COMMUNICATIONS
2009,1,Mumbai,wireline,157047,01-01-2009,RELIANCE COMMUNICATIONS
2009,1,Maharashtra,wireline,71124,01-01-2009,RELIANCE COMMUNICATIONS
2009,1,Madhya Pradesh,wireline,32461,01-01-2009,RELIANCE COMMUNICATIONS
2009,1,Kolkata,wireline,83992,01-01-2009,RELIANCE COMMUNICATIONS
2009,1,Odisha,wireline,2432,01-01-2009,TATA TELE
2009,1,Punjab,wireline,7974,01-01-2009,TATA TELE
2009,1,Rajasthan,wireline,1415,01-01-2009,TATA TELE
2009,1,Tamil Nadu,wireline,3616,01-01-2009,TATA TELE
2009,1,Assam,wireline,354433,01-01-2009,BSNL
2009,1,Bihar,wireline,962382,01-01-2009,BSNL
2009,1,Chennai,wireline,1005002,01-01-2009,BSNL
2009,1,Chhattisgarh,wireline,230129,01-01-2009,BSNL
2009,1,Gujarat,wireline,1932591,01-01-2009,BSNL
2009,1,Himachal Pradesh,wireline,376585,01-01-2009,BSNL
2009,1,Haryana,wireline,823647,01-01-2009,BSNL
2009,1,Jammu And Kashmir,wireline,242731,01-01-2009,BSNL
2009,1,Jharkhand,wireline,416489,01-01-2009,BSNL
2009,1,Karnataka,wireline,2166514,01-01-2009,BSNL
2009,1,Kerala,wireline,3474782,01-01-2009,BSNL
2009,1,Kolkata,wireline,1363987,01-01-2009,BSNL
2009,1,Madhya Pradesh,wireline,1127715,01-01-2009,BSNL
2009,1,Maharashtra,wireline,2966135,01-01-2009,BSNL
2009,1,Kerala,wireline,55198,01-01-2009,RELIANCE COMMUNICATIONS
2009,1,North East 1,wireline,206687,01-01-2009,BSNL
2009,1,Odisha,wireline,637930,01-01-2009,BSNL
2009,1,Punjab,wireline,1348449,01-01-2009,BSNL
2009,1,Rajasthan,wireline,1466788,01-01-2009,BSNL
2009,1,Tamil Nadu,wireline,2101308,01-01-2009,BSNL
2009,1,Uttar Pradesh (East),wireline,1440296,01-01-2009,BSNL
2009,1,Uttar Pradesh (West),wireline,940266,01-01-2009,BSNL
2009,1,Uttarakhand,wireline,300884,01-01-2009,BSNL
2009,1,ALL INDIA,wireline,3523344,01-01-2009,MTNL
2009,1,Mumbai,wireline,2002125,01-01-2009,MTNL
2009,1,Delhi,wireline,1521219,01-01-2009,MTNL
2009,1,ALL INDIA,wireline,889787,01-01-2009,TATA TELE
2009,1,West Bengal,wireline,834,01-01-2009,TATA TELE
2009,1,Uttar Pradesh (West),wireline,2786,01-01-2009,TATA TELE
2009,1,Uttar Pradesh (East),wireline,5230,01-01-2009,TATA TELE
2009,1,North East 2,wireline,126202,01-01-2009,BSNL
