year,month,State,type_of_connection,value,date,Service_provider
2014,8,Delhi,wireline,112555,01-08-2014,TATA TELE
2014,8,Bihar,wireline,11752,01-08-2014,TATA TELE
2014,8,Delhi,wireline,1602785,01-08-2014,MTNL
2014,8,ALL INDIA,wireline,1201583,01-08-2014,RELIANCE COMMUNICATIONS
2014,8,Uttar Pradesh (West),wireline,6408,01-08-2014,RELIANCE COMMUNICATIONS
2014,8,Uttar Pradesh (East),wireline,38701,01-08-2014,RELIANCE COMMUNICATIONS
2014,8,Tamil Nadu,wireline,143132,01-08-2014,RELIANCE COMMUNICATIONS
2014,8,Rajasthan,wireline,21907,01-08-2014,RELIANCE COMMUNICATIONS
2014,8,Punjab,wireline,21430,01-08-2014,RELIANCE COMMUNICATIONS
2014,8,Odisha,wireline,2912,01-08-2014,RELIANCE COMMUNICATIONS
2014,8,Mumbai,wireline,235040,01-08-2014,RELIANCE COMMUNICATIONS
2014,8,Maharashtra,wireline,89235,01-08-2014,RELIANCE COMMUNICATIONS
2014,8,Madhya Pradesh,wireline,22177,01-08-2014,RELIANCE COMMUNICATIONS
2014,8,West Bengal,wireline,1897,01-08-2014,RELIANCE COMMUNICATIONS
2014,8,Assam,wireline,1260,01-08-2014,VODAFONE IDEA
2014,8,North East 1,wireless,3173211,01-08-2014,AIRTEL
2014,8,Delhi,wireline,18990,01-08-2014,VODAFONE IDEA
2014,8,Tamil Nadu,wireless,5828277,01-08-2014,RELIANCE COMMUNICATIONS
2014,8,Uttar Pradesh (East),wireless,7747305,01-08-2014,RELIANCE COMMUNICATIONS
2014,8,Uttar Pradesh (West),wireless,5168453,01-08-2014,RELIANCE COMMUNICATIONS
2014,8,West Bengal,wireless,7088020,01-08-2014,RELIANCE COMMUNICATIONS
2014,8,ALL INDIA,wireless,109648267,01-08-2014,RELIANCE COMMUNICATIONS
2014,8,Andhra Pradesh,wireless,6448700,01-08-2014,VODAFONE IDEA
2014,8,Assam,wireless,2936351,01-08-2014,VODAFONE IDEA
2014,8,Bihar,wireless,7662118,01-08-2014,VODAFONE IDEA
2014,8,Delhi,wireless,9256984,01-08-2014,VODAFONE IDEA
2014,8,Assam,wireless,653677,01-08-2014,VODAFONE IDEA
2014,8,Gujarat,wireless,17870983,01-08-2014,VODAFONE IDEA
2014,8,Haryana,wireless,4962346.22,01-08-2014,VODAFONE IDEA
2014,8,Himachal Pradesh,wireless,589996,01-08-2014,VODAFONE IDEA
2014,8,Jammu And Kashmir,wireless,879918,01-08-2014,VODAFONE IDEA
2014,8,Karnataka,wireless,7413554,01-08-2014,VODAFONE IDEA
2014,8,Kerala,wireless,6833066,01-08-2014,VODAFONE IDEA
2014,8,Kolkata,wireless,4726709,01-08-2014,VODAFONE IDEA
2014,8,Madhya Pradesh,wireless,4955361,01-08-2014,VODAFONE IDEA
2014,8,Maharashtra,wireless,16153899,01-08-2014,VODAFONE IDEA
2014,8,Rajasthan,wireless,5814598,01-08-2014,RELIANCE COMMUNICATIONS
2014,8,Mumbai,wireless,7805244,01-08-2014,VODAFONE IDEA
2014,8,Punjab,wireless,2857115,01-08-2014,RELIANCE COMMUNICATIONS
2014,8,North East 1,wireless,843536,01-08-2014,RELIANCE COMMUNICATIONS
2014,8,Tamil Nadu,wireless,14980817,01-08-2014,AIRTEL
2014,8,Uttar Pradesh (East),wireless,17314300,01-08-2014,AIRTEL
2014,8,Uttar Pradesh (West),wireless,7089398,01-08-2014,AIRTEL
2014,8,West Bengal,wireless,10946149,01-08-2014,AIRTEL
2014,8,ALL INDIA,wireless,210529213,01-08-2014,AIRTEL
2014,8,Andhra Pradesh,wireless,4927156,01-08-2014,RELIANCE COMMUNICATIONS
2014,8,Assam,wireless,2233096,01-08-2014,RELIANCE COMMUNICATIONS
2014,8,Bihar,wireless,9495425,01-08-2014,RELIANCE COMMUNICATIONS
2014,8,Delhi,wireless,7967356,01-08-2014,RELIANCE COMMUNICATIONS
2014,8,Gujarat,wireless,6165936,01-08-2014,RELIANCE COMMUNICATIONS
2014,8,Haryana,wireless,1942884,01-08-2014,RELIANCE COMMUNICATIONS
2014,8,Himachal Pradesh,wireless,1423733,01-08-2014,RELIANCE COMMUNICATIONS
2014,8,Jammu And Kashmir,wireless,724825,01-08-2014,RELIANCE COMMUNICATIONS
2014,8,Karnataka,wireless,5221272,01-08-2014,RELIANCE COMMUNICATIONS
2014,8,Kerala,wireless,1728519,01-08-2014,RELIANCE COMMUNICATIONS
2014,8,Kolkata,wireless,3662945,01-08-2014,RELIANCE COMMUNICATIONS
2014,8,Madhya Pradesh,wireless,12046746,01-08-2014,RELIANCE COMMUNICATIONS
2014,8,Maharashtra,wireless,6992254,01-08-2014,RELIANCE COMMUNICATIONS
2014,8,Mumbai,wireless,5997585,01-08-2014,RELIANCE COMMUNICATIONS
2014,8,Odisha,wireless,3771231,01-08-2014,RELIANCE COMMUNICATIONS
2014,8,North East 1,wireless,1218843,01-08-2014,VODAFONE IDEA
2014,8,Odisha,wireless,3577433,01-08-2014,VODAFONE IDEA
2014,8,Punjab,wireless,4733707,01-08-2014,VODAFONE IDEA
2014,8,Tamil Nadu,wireless,5691800,01-08-2014,TATA TELE
2014,8,ALL INDIA,wireline,70590,01-08-2014,VODAFONE IDEA
2014,8,West Bengal,wireline,30,01-08-2014,VODAFONE IDEA
2014,8,Uttar Pradesh (West),wireline,330,01-08-2014,VODAFONE IDEA
2014,8,Uttar Pradesh (East),wireline,1020,01-08-2014,VODAFONE IDEA
2014,8,Tamil Nadu,wireline,5670,01-08-2014,VODAFONE IDEA
2014,8,Rajasthan,wireline,1680,01-08-2014,VODAFONE IDEA
2014,8,Punjab,wireline,540,01-08-2014,VODAFONE IDEA
2014,8,Odisha,wireline,480,01-08-2014,VODAFONE IDEA
2014,8,North East 1,wireline,90,01-08-2014,VODAFONE IDEA
2014,8,Mumbai,wireline,10440,01-08-2014,VODAFONE IDEA
2014,8,Maharashtra,wireline,9030,01-08-2014,VODAFONE IDEA
2014,8,Madhya Pradesh,wireline,330,01-08-2014,VODAFONE IDEA
2014,8,Kolkata,wireline,2850,01-08-2014,VODAFONE IDEA
2014,8,Kerala,wireline,450,01-08-2014,VODAFONE IDEA
2014,8,Karnataka,wireline,6060,01-08-2014,VODAFONE IDEA
2014,8,Himachal Pradesh,wireline,90,01-08-2014,VODAFONE IDEA
2014,8,Haryana,wireline,90,01-08-2014,VODAFONE IDEA
2014,8,Gujarat,wireline,1980,01-08-2014,VODAFONE IDEA
2014,8,Rajasthan,wireless,1897919,01-08-2014,TATA TELE
2014,8,Punjab,wireless,2420111,01-08-2014,TATA TELE
2014,8,Odisha,wireless,2193127,01-08-2014,TATA TELE
2014,8,North East 1,wireless,3482701,01-08-2014,TATA TELE
2014,8,Rajasthan,wireless,10357586,01-08-2014,VODAFONE IDEA
2014,8,Tamil Nadu,wireless,13560660,01-08-2014,VODAFONE IDEA
2014,8,Uttar Pradesh (East),wireless,16437590,01-08-2014,VODAFONE IDEA
2014,8,Uttar Pradesh (West),wireless,10181424,01-08-2014,VODAFONE IDEA
2014,8,West Bengal,wireless,13931057,01-08-2014,VODAFONE IDEA
2014,8,ALL INDIA,wireless,172493529,01-08-2014,VODAFONE IDEA
2014,8,Andhra Pradesh,wireless,6160065,01-08-2014,TATA TELE
2014,8,Assam,wireless,6160065,01-08-2014,TATA TELE
2014,8,Bihar,wireless,2503525,01-08-2014,TATA TELE
2014,8,Bihar,wireline,690,01-08-2014,VODAFONE IDEA
2014,8,Delhi,wireless,2861262,01-08-2014,TATA TELE
2014,8,Haryana,wireless,2613848,01-08-2014,TATA TELE
2014,8,Himachal Pradesh,wireless,117546,01-08-2014,TATA TELE
2014,8,Jammu And Kashmir,wireless,117546,01-08-2014,TATA TELE
2014,8,Karnataka,wireless,6401995,01-08-2014,TATA TELE
2014,8,Kerala,wireless,1697441,01-08-2014,TATA TELE
2014,8,Kolkata,wireless,2922573,01-08-2014,TATA TELE
2014,8,Madhya Pradesh,wireless,4543053,01-08-2014,TATA TELE
2014,8,Maharashtra,wireless,6318207,01-08-2014,TATA TELE
2014,8,Mumbai,wireless,3482701,01-08-2014,TATA TELE
2014,8,Gujarat,wireless,3124293,01-08-2014,TATA TELE
2014,8,Bihar,wireless,6959036,01-08-2014,VODAFONE IDEA
2014,8,Kerala,wireless,404837,01-08-2014,SISTEMA / MTS
2014,8,Gujarat,wireless,10027476,01-08-2014,VODAFONE IDEA
2014,8,Himachal Pradesh,wireless,9210951,01-08-2014,LOOP TELECOM
2014,8,Jammu And Kashmir,wireless,9210951,01-08-2014,LOOP TELECOM
2014,8,Karnataka,wireless,9210951,01-08-2014,LOOP TELECOM
2014,8,Kerala,wireless,9210951,01-08-2014,LOOP TELECOM
2014,8,Kolkata,wireless,9210951,01-08-2014,LOOP TELECOM
2014,8,Madhya Pradesh,wireless,9210951,01-08-2014,LOOP TELECOM
2014,8,Maharashtra,wireless,9210951,01-08-2014,LOOP TELECOM
2014,8,Mumbai,wireless,1726738,01-08-2014,LOOP TELECOM
2014,8,North East 1,wireless,1726738,01-08-2014,LOOP TELECOM
2014,8,Odisha,wireless,1726738,01-08-2014,LOOP TELECOM
2014,8,Punjab,wireless,1726738,01-08-2014,LOOP TELECOM
2014,8,Rajasthan,wireless,1726738,01-08-2014,LOOP TELECOM
2014,8,Tamil Nadu,wireless,1726738,01-08-2014,LOOP TELECOM
2014,8,Uttar Pradesh (East),wireless,1726738,01-08-2014,LOOP TELECOM
2014,8,Uttar Pradesh (West),wireless,1726738,01-08-2014,LOOP TELECOM
2014,8,West Bengal,wireless,1726738,01-08-2014,LOOP TELECOM
2014,8,ALL INDIA,wireless,1726738,01-08-2014,LOOP TELECOM
2014,8,Andhra Pradesh,wireless,1726738,01-08-2014,VIDEOCON
2014,8,Assam,wireless,1726738,01-08-2014,VIDEOCON
2014,8,Bihar,wireless,1726738,01-08-2014,VIDEOCON
2014,8,Delhi,wireless,1726738,01-08-2014,VIDEOCON
2014,8,Gujarat,wireless,1997202,01-08-2014,VIDEOCON
2014,8,Haryana,wireless,1646225,01-08-2014,VIDEOCON
2014,8,Haryana,wireless,9210951,01-08-2014,LOOP TELECOM
2014,8,Gujarat,wireless,9210951,01-08-2014,LOOP TELECOM
2014,8,Delhi,wireless,9210951,01-08-2014,LOOP TELECOM
2014,8,Bihar,wireless,9210951,01-08-2014,LOOP TELECOM
2014,8,Assam,wireless,40874034,01-08-2014,SISTEMA / MTS
2014,8,Bihar,wireless,40874034,01-08-2014,SISTEMA / MTS
2014,8,Delhi,wireless,1018699,01-08-2014,SISTEMA / MTS
2014,8,Gujarat,wireless,178494,01-08-2014,SISTEMA / MTS
2014,8,Haryana,wireless,178494,01-08-2014,SISTEMA / MTS
2014,8,Himachal Pradesh,wireless,178494,01-08-2014,SISTEMA / MTS
2014,8,Delhi,wireless,5698658,01-08-2014,VODAFONE IDEA
2014,8,Karnataka,wireless,1745823,01-08-2014,SISTEMA / MTS
2014,8,Odisha,wireless,8246808,01-08-2014,AIRTEL
2014,8,Kolkata,wireless,677766,01-08-2014,SISTEMA / MTS
2014,8,Madhya Pradesh,wireless,677766,01-08-2014,SISTEMA / MTS
2014,8,Himachal Pradesh,wireless,1646225,01-08-2014,VIDEOCON
2014,8,Maharashtra,wireless,677766,01-08-2014,SISTEMA / MTS
2014,8,North East 1,wireless,677766,01-08-2014,SISTEMA / MTS
2014,8,Odisha,wireless,677766,01-08-2014,SISTEMA / MTS
2014,8,Punjab,wireless,677766,01-08-2014,SISTEMA / MTS
2014,8,Rajasthan,wireless,2189820,01-08-2014,SISTEMA / MTS
2014,8,Tamil Nadu,wireless,1011199,01-08-2014,SISTEMA / MTS
2014,8,Uttar Pradesh (East),wireless,1011199,01-08-2014,SISTEMA / MTS
2014,8,Uttar Pradesh (West),wireless,206442,01-08-2014,SISTEMA / MTS
2014,8,West Bengal,wireless,1777871,01-08-2014,SISTEMA / MTS
2014,8,ALL INDIA,wireless,9210951,01-08-2014,SISTEMA / MTS
2014,8,Andhra Pradesh,wireless,9210951,01-08-2014,LOOP TELECOM
2014,8,Assam,wireless,9210951,01-08-2014,LOOP TELECOM
2014,8,Mumbai,wireless,677766,01-08-2014,SISTEMA / MTS
2014,8,Andhra Pradesh,wireless,40874034,01-08-2014,SISTEMA / MTS
2014,8,Jammu And Kashmir,wireless,1646225,01-08-2014,VIDEOCON
2014,8,Kerala,wireless,1646225,01-08-2014,VIDEOCON
2014,8,Odisha,wireless,5834193,01-08-2014,HFCL / QUADRANT
2014,8,Punjab,wireless,2370056,01-08-2014,HFCL / QUADRANT
2014,8,Rajasthan,wireless,2370056,01-08-2014,HFCL / QUADRANT
2014,8,Tamil Nadu,wireless,2370056,01-08-2014,HFCL / QUADRANT
2014,8,Uttar Pradesh (East),wireless,2370056,01-08-2014,HFCL / QUADRANT
2014,8,Uttar Pradesh (West),wireless,2370056,01-08-2014,HFCL / QUADRANT
2014,8,West Bengal,wireless,2370056,01-08-2014,HFCL / QUADRANT
2014,8,ALL INDIA,wireless,2370056,01-08-2014,HFCL / QUADRANT
2014,8,Rajasthan,wireless,16311392,01-08-2014,AIRTEL
2014,8,Andhra Pradesh,wireless,20504182,01-08-2014,AIRTEL
2014,8,Assam,wireless,4728560,01-08-2014,AIRTEL
2014,8,Bihar,wireless,22628959,01-08-2014,AIRTEL
2014,8,Delhi,wireless,10637283,01-08-2014,AIRTEL
2014,8,Gujarat,wireless,7445299,01-08-2014,AIRTEL
2014,8,Haryana,wireless,2404621,01-08-2014,AIRTEL
2014,8,Himachal Pradesh,wireless,2316489,01-08-2014,AIRTEL
2014,8,Jammu And Kashmir,wireless,2816533,01-08-2014,AIRTEL
2014,8,Karnataka,wireless,17670667,01-08-2014,AIRTEL
2014,8,Kerala,wireless,3783546,01-08-2014,AIRTEL
2014,8,Kolkata,wireless,3957518,01-08-2014,AIRTEL
2014,8,Madhya Pradesh,wireless,10859173,01-08-2014,AIRTEL
2014,8,Maharashtra,wireless,10579242,01-08-2014,AIRTEL
2014,8,Mumbai,wireless,4599522,01-08-2014,AIRTEL
2014,8,North East 1,wireless,5834193,01-08-2014,HFCL / QUADRANT
2014,8,Mumbai,wireless,5834193,01-08-2014,HFCL / QUADRANT
2014,8,Maharashtra,wireless,5834193,01-08-2014,HFCL / QUADRANT
2014,8,Madhya Pradesh,wireless,5834193,01-08-2014,HFCL / QUADRANT
2014,8,Kolkata,wireless,1646225,01-08-2014,VIDEOCON
2014,8,Madhya Pradesh,wireless,2190766,01-08-2014,VIDEOCON
2014,8,Maharashtra,wireless,2190766,01-08-2014,VIDEOCON
2014,8,Mumbai,wireless,2190766,01-08-2014,VIDEOCON
2014,8,North East 1,wireless,2190766,01-08-2014,VIDEOCON
2014,8,Odisha,wireless,2190766,01-08-2014,VIDEOCON
2014,8,Punjab,wireless,2190766,01-08-2014,VIDEOCON
2014,8,Rajasthan,wireless,2190766,01-08-2014,VIDEOCON
2014,8,Tamil Nadu,wireless,2190766,01-08-2014,VIDEOCON
2014,8,Uttar Pradesh (East),wireless,2190766,01-08-2014,VIDEOCON
2014,8,Uttar Pradesh (West),wireless,2190766,01-08-2014,VIDEOCON
2014,8,Karnataka,wireless,1646225,01-08-2014,VIDEOCON
2014,8,West Bengal,wireless,2190766,01-08-2014,VIDEOCON
2014,8,Andhra Pradesh,wireless,5834193,01-08-2014,HFCL / QUADRANT
2014,8,Assam,wireless,5834193,01-08-2014,HFCL / QUADRANT
2014,8,Bihar,wireless,5834193,01-08-2014,HFCL / QUADRANT
2014,8,Delhi,wireless,5834193,01-08-2014,HFCL / QUADRANT
2014,8,Gujarat,wireless,5834193,01-08-2014,HFCL / QUADRANT
2014,8,Haryana,wireless,5834193,01-08-2014,HFCL / QUADRANT
2014,8,Himachal Pradesh,wireless,5834193,01-08-2014,HFCL / QUADRANT
2014,8,Jammu And Kashmir,wireless,5834193,01-08-2014,HFCL / QUADRANT
2014,8,Karnataka,wireless,5834193,01-08-2014,HFCL / QUADRANT
2014,8,Kerala,wireless,5834193,01-08-2014,HFCL / QUADRANT
2014,8,Kolkata,wireless,5834193,01-08-2014,HFCL / QUADRANT
2014,8,ALL INDIA,wireless,5834193,01-08-2014,VIDEOCON
2014,8,ALL INDIA,wireless,40874034,01-08-2014,TELENOR
2014,8,Jammu And Kashmir,wireless,178494,01-08-2014,SISTEMA / MTS
2014,8,Uttar Pradesh (West),wireless,6923233,01-08-2014,TELENOR
2014,8,Kolkata,wireless,3382547,01-08-2014,AIRCEL
2014,8,Madhya Pradesh,wireless,22694,01-08-2014,AIRCEL
2014,8,Maharashtra,wireless,1670909,01-08-2014,AIRCEL
2014,8,Mumbai,wireless,2199731,01-08-2014,AIRCEL
2014,8,North East 1,wireless,2447281,01-08-2014,AIRCEL
2014,8,Odisha,wireless,3831385,01-08-2014,AIRCEL
2014,8,Punjab,wireless,982716,01-08-2014,AIRCEL
2014,8,Rajasthan,wireless,5194172,01-08-2014,AIRCEL
2014,8,Tamil Nadu,wireless,23330712,01-08-2014,AIRCEL
2014,8,Uttar Pradesh (East),wireless,5698589,01-08-2014,AIRCEL
2014,8,Uttar Pradesh (West),wireless,111903,01-08-2014,AIRCEL
2014,8,West Bengal,wireless,4245931,01-08-2014,AIRCEL
2014,8,ALL INDIA,wireless,74894546,01-08-2014,AIRCEL
2014,8,Andhra Pradesh,wireless,9907416,01-08-2014,BSNL
2014,8,Assam,wireless,1297832,01-08-2014,BSNL
2014,8,Bihar,wireless,3069058,01-08-2014,BSNL
2014,8,West Bengal,wireless,6923233,01-08-2014,TELENOR
2014,8,Gujarat,wireless,3196248,01-08-2014,BSNL
2014,8,Haryana,wireless,3209094,01-08-2014,BSNL
2014,8,Himachal Pradesh,wireless,1439523,01-08-2014,BSNL
2014,8,Jammu And Kashmir,wireless,1255643,01-08-2014,BSNL
2014,8,Karnataka,wireless,7006262,01-08-2014,BSNL
2014,8,Kerala,wireless,7353560,01-08-2014,BSNL
2014,8,Kerala,wireless,918,01-08-2014,AIRCEL
2014,8,Karnataka,wireless,2740310,01-08-2014,AIRCEL
2014,8,Jammu And Kashmir,wireless,2246674,01-08-2014,AIRCEL
2014,8,Himachal Pradesh,wireless,868923,01-08-2014,AIRCEL
2014,8,Haryana,wireless,4201068,01-08-2014,VODAFONE IDEA
2014,8,Himachal Pradesh,wireless,620170,01-08-2014,VODAFONE IDEA
2014,8,Jammu And Kashmir,wireless,426434,01-08-2014,VODAFONE IDEA
2014,8,Karnataka,wireless,7151070,01-08-2014,VODAFONE IDEA
2014,8,Kerala,wireless,9142717,01-08-2014,VODAFONE IDEA
2014,8,Kolkata,wireless,1482547,01-08-2014,VODAFONE IDEA
2014,8,Madhya Pradesh,wireless,18210734,01-08-2014,VODAFONE IDEA
2014,8,Maharashtra,wireless,19868100,01-08-2014,VODAFONE IDEA
2014,8,Mumbai,wireless,3551403,01-08-2014,VODAFONE IDEA
2014,8,North East 1,wireless,377288,01-08-2014,VODAFONE IDEA
2014,8,Odisha,wireless,1170828,01-08-2014,VODAFONE IDEA
2014,8,Kolkata,wireless,830513,01-08-2014,BSNL
2014,8,Punjab,wireless,5915564,01-08-2014,VODAFONE IDEA
2014,8,Tamil Nadu,wireless,3288171,01-08-2014,VODAFONE IDEA
2014,8,Uttar Pradesh (East),wireless,8270920,01-08-2014,VODAFONE IDEA
2014,8,Uttar Pradesh (West),wireless,12161905,01-08-2014,VODAFONE IDEA
2014,8,West Bengal,wireless,3551548,01-08-2014,VODAFONE IDEA
2014,8,ALL INDIA,wireless,141835140,01-08-2014,VODAFONE IDEA
2014,8,Andhra Pradesh,wireless,2171267,01-08-2014,AIRCEL
2014,8,Assam,wireless,3923704,01-08-2014,AIRCEL
2014,8,Bihar,wireless,5417636,01-08-2014,AIRCEL
2014,8,Delhi,wireless,4384389,01-08-2014,AIRCEL
2014,8,Gujarat,wireless,18563,01-08-2014,AIRCEL
2014,8,Haryana,wireless,3592,01-08-2014,AIRCEL
2014,8,Rajasthan,wireless,6244583,01-08-2014,VODAFONE IDEA
2014,8,Madhya Pradesh,wireless,3849307,01-08-2014,BSNL
2014,8,Delhi,wireless,3069058,01-08-2014,BSNL
2014,8,Mumbai,wireless,5598556,01-08-2014,BSNL
2014,8,Uttar Pradesh (East),wireless,1073175,01-08-2014,MTNL
2014,8,Uttar Pradesh (West),wireless,1073175,01-08-2014,MTNL
2014,8,West Bengal,wireless,1073175,01-08-2014,MTNL
2014,8,ALL INDIA,wireless,3383777,01-08-2014,MTNL
2014,8,Andhra Pradesh,wireless,5228043,01-08-2014,TELENOR
2014,8,Assam,wireless,5228043,01-08-2014,TELENOR
2014,8,Bihar,wireless,6051831,01-08-2014,TELENOR
2014,8,Maharashtra,wireless,5598556,01-08-2014,BSNL
2014,8,Gujarat,wireless,6219119,01-08-2014,TELENOR
2014,8,Haryana,wireless,6219119,01-08-2014,TELENOR
2014,8,Himachal Pradesh,wireless,6219119,01-08-2014,TELENOR
2014,8,Tamil Nadu,wireless,1073175,01-08-2014,MTNL
2014,8,Jammu And Kashmir,wireless,6219119,01-08-2014,TELENOR
2014,8,Kerala,wireless,6219119,01-08-2014,TELENOR
2014,8,Kolkata,wireless,6219119,01-08-2014,TELENOR
2014,8,Madhya Pradesh,wireless,6219119,01-08-2014,TELENOR
2014,8,Maharashtra,wireless,6766076,01-08-2014,TELENOR
2014,8,Mumbai,wireless,6766076,01-08-2014,TELENOR
2014,8,North East 1,wireless,6766076,01-08-2014,TELENOR
2014,8,Odisha,wireless,6766076,01-08-2014,TELENOR
2014,8,Punjab,wireless,6766076,01-08-2014,TELENOR
2014,8,Rajasthan,wireless,6766076,01-08-2014,TELENOR
2014,8,Tamil Nadu,wireless,6766076,01-08-2014,TELENOR
2014,8,Uttar Pradesh (East),wireless,9685732,01-08-2014,TELENOR
2014,8,Karnataka,wireless,6219119,01-08-2014,TELENOR
2014,8,Rajasthan,wireless,1073175,01-08-2014,MTNL
2014,8,Delhi,wireless,6051831,01-08-2014,TELENOR
2014,8,Odisha,wireless,1073175,01-08-2014,MTNL
2014,8,North East 1,wireless,1563113,01-08-2014,BSNL
2014,8,Odisha,wireless,3410587,01-08-2014,BSNL
2014,8,Punjab,wireless,3404295,01-08-2014,BSNL
2014,8,Rajasthan,wireless,5732726,01-08-2014,BSNL
2014,8,Tamil Nadu,wireless,9899459,01-08-2014,BSNL
2014,8,Uttar Pradesh (East),wireless,9732228,01-08-2014,BSNL
2014,8,Uttar Pradesh (West),wireless,3834238,01-08-2014,BSNL
2014,8,West Bengal,wireless,1984171,01-08-2014,BSNL
2014,8,ALL INDIA,wireless,87573829,01-08-2014,BSNL
2014,8,Andhra Pradesh,wireless,87573829,01-08-2014,MTNL
2014,8,Assam,wireless,87573829,01-08-2014,MTNL
2014,8,Bihar,wireless,87573829,01-08-2014,MTNL
2014,8,Delhi,wireless,2310602,01-08-2014,MTNL
2014,8,Gujarat,wireless,2310602,01-08-2014,MTNL
2014,8,Punjab,wireless,1073175,01-08-2014,MTNL
2014,8,Punjab,wireless,7535544,01-08-2014,AIRTEL
2014,8,North East 1,wireless,1073175,01-08-2014,MTNL
2014,8,Mumbai,wireless,1073175,01-08-2014,MTNL
2014,8,Maharashtra,wireless,2310602,01-08-2014,MTNL
2014,8,Madhya Pradesh,wireless,2310602,01-08-2014,MTNL
2014,8,Kolkata,wireless,2310602,01-08-2014,MTNL
2014,8,Kerala,wireless,2310602,01-08-2014,MTNL
2014,8,Karnataka,wireless,2310602,01-08-2014,MTNL
2014,8,Jammu And Kashmir,wireless,2310602,01-08-2014,MTNL
2014,8,Himachal Pradesh,wireless,2310602,01-08-2014,MTNL
2014,8,Haryana,wireless,2310602,01-08-2014,MTNL
2014,9,Kerala,wireline,2659577,01-09-2014,BSNL
2014,9,Bihar,wireline,357674,01-09-2014,BSNL
2014,9,Gujarat,wireline,1372851,01-09-2014,BSNL
2014,9,Haryana,wireline,426944,01-09-2014,BSNL
2014,9,Himachal Pradesh,wireline,230839,01-09-2014,BSNL
2014,9,West Bengal,wireline,465606,01-09-2014,BSNL
2014,9,Uttar Pradesh (West),wireline,476823,01-09-2014,BSNL
2014,9,Uttar Pradesh (East),wireline,436242,01-09-2014,BSNL
2014,9,Tamil Nadu,wireline,2126088,01-09-2014,BSNL
2014,9,Rajasthan,wireline,749996,01-09-2014,BSNL
2014,9,Punjab,wireline,818372,01-09-2014,BSNL
2014,9,Jammu And Kashmir,wireline,160363,01-09-2014,BSNL
2014,9,North East 1,wireline,130095,01-09-2014,BSNL
2014,9,Maharashtra,wireline,1789483,01-09-2014,BSNL
2014,9,Madhya Pradesh,wireline,831860,01-09-2014,BSNL
2014,9,Kolkata,wireline,800147,01-09-2014,BSNL
2014,9,Karnataka,wireline,1454534,01-09-2014,BSNL
2014,9,Odisha,wireline,325809,01-09-2014,BSNL
2014,9,Kerala,wireline,42553,01-09-2014,RELIANCE COMMUNICATIONS
2014,9,West Bengal,wireline,30,01-09-2014,VODAFONE IDEA
2014,9,Gujarat,wireline,85900,01-09-2014,RELIANCE COMMUNICATIONS
2014,9,Haryana,wireline,4881,01-09-2014,RELIANCE COMMUNICATIONS
2014,9,Himachal Pradesh,wireline,4837,01-09-2014,RELIANCE COMMUNICATIONS
2014,9,Karnataka,wireline,124008,01-09-2014,RELIANCE COMMUNICATIONS
2014,9,Kolkata,wireline,80711,01-09-2014,RELIANCE COMMUNICATIONS
2014,9,Madhya Pradesh,wireline,22187,01-09-2014,RELIANCE COMMUNICATIONS
2014,9,Maharashtra,wireline,86795,01-09-2014,RELIANCE COMMUNICATIONS
2014,9,Mumbai,wireline,234239,01-09-2014,RELIANCE COMMUNICATIONS
2014,9,Odisha,wireline,2952,01-09-2014,RELIANCE COMMUNICATIONS
2014,9,Punjab,wireline,20851,01-09-2014,RELIANCE COMMUNICATIONS
2014,9,Rajasthan,wireline,22092,01-09-2014,RELIANCE COMMUNICATIONS
2014,9,Tamil Nadu,wireline,142248,01-09-2014,RELIANCE COMMUNICATIONS
2014,9,Uttar Pradesh (East),wireline,38676,01-09-2014,RELIANCE COMMUNICATIONS
2014,9,Uttar Pradesh (West),wireline,6408,01-09-2014,RELIANCE COMMUNICATIONS
2014,9,West Bengal,wireline,1897,01-09-2014,RELIANCE COMMUNICATIONS
2014,9,ALL INDIA,wireline,1191602,01-09-2014,RELIANCE COMMUNICATIONS
2014,9,Andhra Pradesh,wireline,166066,01-09-2014,TATA TELE
2014,9,Delhi,wireline,180041,01-09-2014,RELIANCE COMMUNICATIONS
2014,9,Bihar,wireline,6096,01-09-2014,RELIANCE COMMUNICATIONS
2014,9,Andhra Pradesh,wireline,84230,01-09-2014,RELIANCE COMMUNICATIONS
2014,9,ALL INDIA,wireline,3371665,01-09-2014,AIRTEL
2014,9,Delhi,wireline,1603251,01-09-2014,MTNL
2014,9,Mumbai,wireline,1926912,01-09-2014,MTNL
2014,9,ALL INDIA,wireline,3530163,01-09-2014,MTNL
2014,9,Andhra Pradesh,wireline,122398,01-09-2014,AIRTEL
2014,9,Delhi,wireline,1196544,01-09-2014,AIRTEL
2014,9,Gujarat,wireline,59958,01-09-2014,AIRTEL
2014,9,Haryana,wireline,16450,01-09-2014,AIRTEL
2014,9,Karnataka,wireline,506981,01-09-2014,AIRTEL
2014,9,Bihar,wireline,12011,01-09-2014,TATA TELE
2014,9,Kerala,wireline,48742,01-09-2014,AIRTEL
2014,9,Madhya Pradesh,wireline,228934,01-09-2014,AIRTEL
2014,9,Maharashtra,wireline,70346,01-09-2014,AIRTEL
2014,9,Mumbai,wireline,349402,01-09-2014,AIRTEL
2014,9,Punjab,wireline,91942,01-09-2014,AIRTEL
2014,9,Rajasthan,wireline,39232,01-09-2014,AIRTEL
